0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003471	0.003471	0.000000
0.003472	0.003472	0.000000
0.003473	0.003473	0.000000
0.003474	0.003474	0.000000
0.003477	0.003477	0.000000
0.003480	0.003480	0.000000
0.003484	0.003484	0.000000
0.003489	0.003489	0.000000
0.003495	0.003495	0.000000
0.003502	0.003503	0.000001
0.003510	0.003511	0.000001
0.003520	0.003521	0.000001
0.003533	0.003535	0.000002
0.003551	0.003553	0.000002
0.003572	0.003574	0.000002
0.003597	0.003598	0.000001
0.003625	0.003625	0.000000
0.003654	0.003655	0.000001
0.003686	0.003686	0.000000
0.003720	0.003719	0.000001
0.003754	0.003754	0.000000
0.003789	0.003790	0.000001
0.003825	0.003826	0.000001
0.003864	0.003864	0.000000
0.003903	0.003903	0.000000
0.003942	0.003942	0.000000
0.003981	0.003981	0.000000
0.004021	0.004021	0.000000
0.004060	0.004060	0.000000
0.004100	0.004099	0.000001
0.004139	0.004139	0.000000
0.004179	0.004179	0.000000
0.004219	0.004219	0.000000
0.004258	0.004259	0.000001
0.004298	0.004298	0.000000
0.004338	0.004338	0.000000
0.004378	0.004378	0.000000
0.004418	0.004418	0.000000
0.004458	0.004458	0.000000
0.004498	0.004498	0.000000
0.004538	0.004538	0.000000
0.004578	0.004577	0.000001
0.004617	0.004617	0.000000
0.004657	0.004656	0.000001
0.004696	0.004696	0.000000
0.004736	0.004736	0.000000
0.004775	0.004775	0.000000
0.004814	0.004814	0.000000
0.004853	0.004852	0.000001
0.004891	0.004891	0.000000
0.004930	0.004929	0.000001
0.004968	0.004968	0.000000
0.005006	0.005006	0.000000
0.005044	0.005044	0.000000
0.005081	0.005082	0.000001
0.005119	0.005119	0.000000
0.005156	0.005156	0.000000
0.005193	0.005193	0.000000
0.005229	0.005229	0.000000
0.005266	0.005266	0.000000
0.005302	0.005302	0.000000
0.005338	0.005338	0.000000
0.005374	0.005374	0.000000
0.005409	0.005409	0.000000
0.005444	0.005444	0.000000
