m1_source	m2_source	mc_source	q	lambdat
1.376666876332346	1.374385881423988	1.1974647700314949	0.9983431032244818	299.94289391765295
1.3899515315941853	1.361620528035962	1.1976151185780066	0.9796172723190358	291.35795459052986
1.3765870116216872	1.3746859885256528	1.1975607869806528	0.9986190316485735	244.4652898552996
1.382473383681144	1.3688703696711855	1.197574362367014	0.9901603790926251	534.5803140526358
1.3926408353354145	1.3588619376815538	1.1975528392731958	0.9757447169458268	585.0049146993227
1.4293917847374107	1.3242199694446353	1.1975297390859467	0.9264219814219121	530.3136423713984
1.424034224819571	1.3290751039387754	1.1975048428748365	0.9333168267828484	264.49476028853803
1.382282663602987	1.3691111620239127	1.1975972545941866	0.9904711952729393	683.5893670470184
1.4248181602835959	1.328687282479169	1.1976561368462226	0.9325311253856472	521.348541810946
1.4089534624471378	1.3432802696365798	1.1975699997697735	0.9533886714068656	484.4472340518189
1.4075245865070292	1.344771186907303	1.197632603552323	0.9554157702101265	911.6697063443986
1.4395937697261856	1.3152976509370315	1.197670918991093	0.9136588936385885	382.3514598360195
1.4100682412003198	1.342172094877213	1.1975446935284315	0.9518490351464759	369.37507727756673
1.391480311398773	1.359955717973334	1.197537759061024	0.9773445637949779	469.56937668141916
1.3833670682011894	1.3677330289657397	1.197462666106158	0.9886985604943025	137.7578238747814
1.4575977531939535	1.2989804091905024	1.1974850842192637	0.8911789321464845	457.94461340981263
1.3993749450705752	1.35224876423919	1.1975029823520926	0.9663234067485691	473.7494930005471
1.393769912490898	1.3581079236028202	1.1977036989039422	0.9744132883279536	471.93118473042193
1.4000066074931103	1.351991977011409	1.1976581623121685	0.9657039972349293	567.1630501234227
1.4466998045987114	1.3089261422770118	1.1976559753042193	0.9047669309944261	407.1022513074777
1.4480301498125439	1.3074555400888432	1.1975208634177985	0.902920108575157	317.63326745624727
1.4117981323091497	1.3406986760312145	1.1976141132777802	0.9496390775346585	611.9486011242177
1.4114982001605412	1.3407703515487637	1.1975197214815831	0.9498916480348802	314.67876592564744
1.4708622578083055	1.2875746210156296	1.1974959054130314	0.8753876266661514	497.88805378036227
1.3853031672014442	1.3662351576224527	1.1976421085383835	0.9862354970157817	1205.066697053406
1.4138808350899474	1.3388812286098584	1.1976755434569548	0.946954789527706	264.0484580167726
1.3943038735846365	1.3572992039295517	1.1975748300225972	0.9734601112740591	339.64679904515253
1.407067147526864	1.3450407130437	1.1975593940936555	0.9559179285848691	476.4494124666468
1.410203035851742	1.3422466541001092	1.1976350767363468	0.9518109236585297	644.4642759739797
1.3991224363521624	1.3529675828949674	1.1977145905321607	0.9670115693537648	637.5680567324341
1.387894708776866	1.363569353572142	1.197588128284417	0.9824731983983414	306.51226792538154
1.4193421477033208	1.3336349677321535	1.1976058916922927	0.9396148560022313	10.343155349251504
1.391627294398061	1.3597386232033735	1.1975050471213944	0.9770853364812159	381.0413599080775
1.4503588810015478	1.3055206437948508	1.1975771133016515	0.9001362772318264	40.82392094976166
1.4244640811935005	1.3288299372997092	1.1975730816953523	0.9328630709918193	466.898990668269
1.395767691653245	1.3559551325357477	1.197606485370382	0.9714762282036057	805.3654752736079
1.4394406470530012	1.3151325407613712	1.1975319479025104	0.9136413810835974	135.19510549084526
1.3825657589860114	1.3690771791022498	1.1977048862477389	0.9902438059122379	270.7584305162255
1.4488768656777564	1.3070745980604532	1.1976910346231706	0.9021295246156265	434.20495307312405
1.415941539684587	1.3367223206876733	1.1975710187546489	0.9440519140256595	685.6793255444404
1.4155799786326728	1.337180044348423	1.1976251523324202	0.9446163865923158	661.2395209569922
1.4002235145732544	1.352045557606278	1.1977744294234758	0.9655926668381516	306.9432522862284
1.3765745867417924	1.374818888999587	1.1976132774862107	0.9987245894562379	519.8216568861624
1.3907593445607922	1.3609055741606209	1.1976471306890597	0.978534193915771	572.0613012564944
1.3882551507180656	1.3634913196875307	1.1977090163715467	0.9821619022859551	724.9869121211839
1.3769190886068585	1.3745064233555937	1.197626962128415	0.998247779937668	396.4529859375471
1.4179266997044755	1.33498564250693	1.197621954132585	0.9415053985408187	171.29471067308455
1.4645047195917533	1.2931612017987786	1.197561249185445	0.8830024133751249	106.8619352835519
1.4400530598027859	1.3146434660742117	1.1975596003632807	0.9129132132494139	321.3577485325166
1.4508474311232844	1.3053709434017713	1.1977072740417392	0.8997299891078958	377.20359957957623
1.382953504023562	1.3686398177188244	1.1976811118306367	0.9896499150093669	422.7521581699112
1.458259332802456	1.2985773164351633	1.1975656744383254	0.8904982037314182	352.65437116701025
1.4492653404582372	1.3065896107419201	1.1976253852521324	0.9015530657269393	318.94292366244633
1.3982047697157778	1.3537778099596085	1.1976826719179163	0.9682257129152834	863.1477481097754
1.393466720282606	1.3582066233370613	1.197617384854884	0.9746961327225714	11.313251050014799
1.379492354883727	1.3717517247257458	1.1975428538982187	0.9943887835763804	254.56283241790288
1.4131504440008344	1.339579624627921	1.1976817560895407	0.9479384380585666	385.8290319468825
1.3785289785317432	1.3727837336129693	1.1975752824470902	0.9958323364918356	348.79200757884155
1.3808936656110502	1.3706041995606595	1.197648958982468	0.9925486905280013	305.1469757230816
1.390108432002712	1.3615425841629147	1.1976482203312089	0.9794506333591237	245.56061257878255
1.4030276841576237	1.3489565511561	1.197593231772922	0.9614611075661076	973.1802048943989
1.4348399564652872	1.319062862712589	1.1974341812359084	0.9193100991988586	846.0228153390663
1.3858786903464964	1.3657033696424317	1.1976570213677566	0.9854422173855488	172.983472152988
1.4231385814637723	1.3303235128041677	1.1976967067107935	0.9347814261601006	512.460694950619
1.4838718967475497	1.2768646840341367	1.1976220324107723	0.8604952265979662	97.16229056791198
1.4268245127720687	1.3266383089926874	1.197562020282519	0.9297837940948063	37.42867027080331
1.3884848286060136	1.3627417714789651	1.1974780236563078	0.9814596050337162	750.9774297499778
1.4069761942683978	1.345265387892259	1.1976213242845417	0.9561394097302213	169.01270472234654
1.3807133252990855	1.3707481803682784	1.1976337559803636	0.9927826111704625	453.2969554493885
1.392793123623481	1.3588449915028953	1.1976106677450447	0.9756258617702919	412.2771147231097
1.4129718610596445	1.3394571504439563	1.197551440463832	0.9479715678410208	302.75313125744094
1.426032156976988	1.3272343465574157	1.1975027193911223	0.9307183853209792	278.98688186826445
1.4408529865892326	1.3138345060372356	1.197517127116287	0.9118449406468085	587.2715896744976
1.3793820993717871	1.371907105941877	1.1975628797654412	0.9945809116753693	554.0023661059221
1.421216783000204	1.3318544249828899	1.1975861431603636	0.9371226409044585	343.7579532615876
1.3835866435959974	1.367821550867764	1.197596385242231	0.9886056339144332	824.1359568267751
1.4049560314709377	1.3474183229636751	1.1977263623619092	0.9590466126921975	407.594529010315
1.3932392142178112	1.3585458898154008	1.1976697993003536	0.9750988028126327	182.41158071780154
1.3859749036609246	1.3654343246258551	1.197580377901188	0.9851796890543882	457.84811339458895
1.3823248085502866	1.3691365442425785	1.1976266059632126	0.9904593593154571	257.0598857803132
1.411707583520375	1.340988500972355	1.1977060073599282	0.9499052896126916	931.1238225939637
1.4144233688620167	1.3381813176960953	1.1975891764574338	0.9460967254611592	216.40289814966613
1.3799013565634033	1.3714063112350634	1.1975693697214045	0.9938437299971234	408.79929277315847
1.4497435919193415	1.3063323493316092	1.197701770749003	0.9010782021130596	81.94132007509927
1.376190617720476	1.3752122994829126	1.197617588863749	0.9992891113883743	479.5081596969859
1.3756165138246184	1.3755786681450313	1.1975272575646658	0.9999724882049562	418.2235170125999
1.4721425974269093	1.2867176012261532	1.1976059196231492	0.8740441336832099	104.31389480063703
1.3890673054523377	1.3623851432311935	1.197571661834734	0.9807913107475701	224.49947987179877
1.4183151305624655	1.3346054198225468	1.1976133721089774	0.9409794699808909	53.80813355680817
1.4133223229273404	1.3390156816454457	1.1975006991775952	0.9474241366767722	363.5820067233171
1.4282032630473374	1.325548141078231	1.1976402114698363	0.9281228907501076	801.8464958074024
1.3895633906485716	1.3619908335931308	1.1976113793508825	0.9801573953077655	551.9130969303802
1.3803789821677714	1.3708065144876025	1.1975143434250677	0.9930653336483461	188.94285913743587
1.4134217718857682	1.339051911845619	1.1975588907121206	0.947383108482243	487.5336444337293
1.40945543050377	1.3428572340445564	1.1975927563227164	0.952748987291205	239.29854467670347
1.3997333542467316	1.3521194550437747	1.1975983357074005	0.9659835931904472	410.9437697174557
1.3938184942777698	1.3579390233065762	1.1976498451731943	0.9742581468688396	362.0832613977044
1.48373827038611	1.2771318615431724	1.1976960778206616	0.8607527938271937	92.20634178950024
1.426211471912908	1.327347759603625	1.197628999021228	0.9306808883140717	406.4751421234017
1.4279805072248737	1.325666029745155	1.197601153101587	0.9283502281984535	465.8224721755117
1.410218626570509	1.3423366903731426	1.1976820300993964	0.9518642464945685	631.252979398246
1.3905832333091435	1.3609001645549184	1.197569078265572	0.978654230798117	355.114193383383
1.3913588879426997	1.3601746180709446	1.1975822173168165	0.9775871846279253	599.5805858147271
1.3858682866841836	1.3652347825317412	1.1974467467438805	0.9851114969938378	506.89072896244244
1.3831082377689687	1.368304967682139	1.1976013572651107	0.9892970993284601	509.72554369360773
1.4142226755842215	1.3383100347095558	1.1975625895938389	0.9463220027614776	539.504112077783
1.4072554337875975	1.3448176117108344	1.1975393752916663	0.9556314933467955	53.92602150847961
1.4314454503583096	1.3226166384778768	1.197651672258114	0.9239727843955272	69.77699604405251
1.418511386124198	1.3344253046050527	1.1976144080442532	0.9407223076658596	753.8357759135401
1.3937067752862515	1.3575989119497167	1.1974515937366075	0.9740922093679865	311.3603783659721
1.3830188046777894	1.3680483389204978	1.1974502498957071	0.9891755153967127	296.2515423666174
1.4274812289585617	1.3261890414333182	1.1976312440526058	0.9290413173424756	446.0838859989427
1.3812982503531972	1.3698419079156017	1.197490847875598	0.9917061051553013	318.7799714895053
1.4605400885137	1.2966609929261186	1.1975958127059616	0.8877955511961668	551.4759482442995
1.3831493763709712	1.3680322996190453	1.1974996851508748	0.9890705392995299	1063.6422964020792
1.410966685267317	1.3411480698319924	1.1974648809814823	0.9505171765114374	154.4400289488137
1.5212779354702612	1.2460531709689828	1.1973878848874273	0.8190831812622063	571.3547210791388
1.3873005752215468	1.3638811761259648	1.197469345736897	0.9831187274669428	578.8727888056667
1.4053547563487088	1.3467463082197109	1.1975955711686364	0.9582963320369939	574.7974343468665
1.3778100639526059	1.3736290728789171	1.1976317859634364	0.9969654808140285	478.6588703275174
1.4155543253972538	1.3370778548852682	1.1975683389203733	0.9445613148828023	499.6611220006431
1.3759906174242966	1.3750058355886228	1.197440663830742	0.9992843106463057	595.7602014583566
1.3904737991685803	1.3607611605686298	1.1974607650081992	0.9786312848054263	365.0726005470201
1.4060433120361762	1.3460838784306486	1.1975917426672054	0.9573559127999431	502.11739806530545
1.3950461289802671	1.356749169684995	1.1976492719633807	0.9725478903530839	346.13897636628155
1.4049898920578388	1.3472860018840294	1.1976816761295395	0.9589293200613048	254.67046156071015
1.3858072929515488	1.3656453861361928	1.1976007546025955	0.9854511468384509	297.65196579071517
1.41012034184692	1.3421052989010234	1.1975367609023337	0.9517664975623192	438.413131324693
1.4132133037570656	1.3393236355227027	1.1975931932232255	0.9477151339872579	572.7369056439427
1.4228626175471666	1.3303946353484428	1.197613586424903	0.9350127123600122	145.88165723424194
1.399939954156834	1.3521042209028706	1.197679637837451	0.9658301535634259	512.1803579710306
1.4319869671976329	1.3218587372437416	1.197530397489555	0.9230941115550725	882.7608966432682
1.3799104715100259	1.3712430938956852	1.1975020116074429	0.9937188840919108	503.6644291168448
1.428177805051749	1.3256445311647804	1.1976734846430797	0.9282069266695729	688.686301272181
1.4286271576602159	1.3247253816737827	1.1974420115681201	0.9272715939709547	1032.1784798313763
1.3842591079712232	1.3672229142574857	1.1976245637329965	0.9876929155707663	391.27753589851676
1.451943154630353	1.304074869232384	1.1975533579628106	0.8981583508098053	433.29459445495274
1.410218626570509	1.3423366903731426	1.1976820300993964	0.9518642464945685	631.252979398246
1.446361388934688	1.3093409321174079	1.1977089042713807	0.9052654074800751	513.6279362182138
1.3881705696967719	1.3636772975764355	1.197754418905953	0.982355718630682	452.3377336342546
1.4358949506905248	1.3182726409491745	1.1975086844189995	0.9180843210815769	134.968818033993
1.4065374119434397	1.3456646590773873	1.1976138713323852	0.9567215544007867	548.467069497322
1.3977672878257745	1.3540704160808086	1.1976257078997417	0.9687380924381651	191.8634756437788
1.3799013565634033	1.3714063112350634	1.1975693697214045	0.9938437299971234	408.79929277315847
1.4213502250885435	1.331795203705343	1.1976151987729902	0.9369929945467019	209.67895810822574
1.4414804498919438	1.3132611337335822	1.1975116188668415	0.9110502565831031	655.0592732414926
1.381887938967253	1.3693823188884249	1.1975450908975902	0.9909503370525297	381.7675289668394
1.433042345881723	1.3206669844650825	1.1974235290798416	0.9215826652020546	101.67746733802895
1.4175339547267405	1.3352069163481561	1.1975569074406298	0.9419223517686709	510.3323527972823
1.408906004893377	1.343320075925869	1.1975677553861244	0.9534490386585646	385.4445946011609
1.4157449562046533	1.3369429007622524	1.1975877254561806	0.9443388054486492	371.3134534654146
1.384258564041791	1.367132580947271	1.1975847150413435	0.9876280461328588	184.84331251130504
1.3994416880028588	1.352620798177033	1.1976967267959888	0.9665431648726689	139.73049823502373
1.4427118157753465	1.3122795727363192	1.1975661866919038	0.9095923096956615	338.8835942607509
1.3918996545855915	1.3595466519370036	1.1975372097111596	0.9767562248169244	682.6888675953827
1.4089534624471378	1.3432802696365798	1.1975699997697735	0.9533886714068656	484.4472340518189
1.4253945883771615	1.3280076700483305	1.1975881237176484	0.9316772217862088	394.6832309092817
1.4240811560004278	1.3293267525169699	1.197638585653317	0.9334627783787419	456.9954792884488
1.3932524476930408	1.3582615306383836	1.197549805259731	0.9748854436878288	437.07313453380874
1.435546009411561	1.3185159151303802	1.1974758272346044	0.918476946392577	408.3509353085751
1.3769154454037618	1.3744500915003108	1.1976008320594336	0.998209509587767	791.4175338470818
1.4400530598027859	1.3146434660742117	1.1975596003632807	0.9129132132494139	321.3577485325166
1.3983635382958464	1.3534095797847057	1.1975870132217645	0.967852452327293	384.41997371221186
1.4105784984504897	1.3415930993370595	1.1975006104233563	0.9510942502035795	11.117585211978394
1.3913637203691782	1.3601519124538064	1.1975742738583408	0.9775674703469412	247.0707437173126
1.41738817612995	1.33568715453128	1.1977123120022228	0.9423580477285006	838.4941489425581
1.394664434942881	1.35736056497141	1.1977563922799035	0.9732524404890279	82.8638060773763
1.4480282164002143	1.3076634920599686	1.197616272562818	0.903064924598506	927.8750014107942
1.4502248626051994	1.3055884804766666	1.197553801860775	0.9002662374242388	290.8749322894558
1.4319031316477728	1.32213206859035	1.1976204123163525	0.9233390439400023	373.68526306663153
1.3995517324267597	1.352217928370586	1.1975646610442376	0.9661793108754193	236.3411863090079
1.4422614551207051	1.3126390847342022	1.197546573061133	0.9101256086916263	439.3461824745125
1.3893936290648865	1.3620386641481768	1.1975594370964695	0.9803115802861997	324.24012059213396
1.4101856405486473	1.3424210092609565	1.1977058922691706	0.9519463045579402	526.7414889664224
1.4418744473261742	1.313304169809996	1.197693546034887	0.9108311561005884	586.2243584271217
1.4095650023360153	1.3427695571027218	1.1975997927063773	0.952612724406043	64.07001958442362
1.440398772272668	1.3146818692777047	1.1977196828955532	0.9127207649610762	346.60093287213164
1.3897420147096708	1.361718998320665	1.1975684271715197	0.9798358140630438	538.0876460009216
1.37985255142287	1.3719038898037694	1.197765563534693	0.9942394847834256	765.613490227671
1.447085337833572	1.3083378205518505	1.1975420240855665	0.9041193261694989	446.70984068154695
1.382174726864126	1.3691451371064738	1.197565413423055	0.9905731240020473	249.7673915980834
1.3972653667061699	1.3545040618358475	1.1976036624512516	0.9693964325680486	577.4870790309624
1.4433838686056286	1.3117503964186823	1.1975985933416076	0.9088021731085925	465.03338881284697
1.3808728681261955	1.3704556383822997	1.1975749895969816	0.9924560544389348	455.49468333049913
1.4135938511157757	1.3389490125259251	1.1975851272260776	0.9471949891894819	533.6751720152353
1.3798619126855072	1.371519619974594	1.1976017655877005	0.993954255397428	529.1293572090453
1.4457129942237363	1.309817236528303	1.1976630070635352	0.9060008741441786	858.5167753973635
1.427159828746471	1.3263950966615805	1.1975911102522538	0.9293949212588222	208.91655889114054
1.41822888693472	1.3343250437877692	1.1974506145394508	0.9408389972028451	366.65683345618316
1.3987272321918551	1.3530429432529152	1.197579448956629	0.9673386719815622	448.00179974929097
1.3796582999319515	1.3717924977542608	1.1976326481706816	0.9942987316656023	52.82313738219176
1.4095617495019814	1.3427537381407935	1.19759132894533	0.9526037001324756	746.537706549615
1.433854209351176	1.320297785347794	1.1975910822473563	0.9208033681089751	580.8809633659489
1.3855189977604692	1.365652147989549	1.1974793273558813	0.9856610773269564	395.70030089566745
1.3913480206026407	1.3600445984668046	1.1975201812096128	0.9775013715674978	10.856107626290282
1.4069776840498571	1.3453177388828805	1.197645362446813	0.9561756054371139	341.6732496124511
1.3769481757529431	1.374173287159938	1.1974944386522652	0.9979847545159151	219.35335924695326
1.4042502114101045	1.3475859468576485	1.1975015058108387	0.959648028469545	115.92884849501809
1.3871586410572672	1.3644270160325456	1.197648176374494	0.9836128151806804	291.95412847407744
1.4184834106581086	1.334454266114384	1.197615745895823	0.9407612779167159	82.73665046420967
1.3887472818685853	1.3628193404641094	1.1976251279397319	0.9813299786483906	64.2844525315137
1.4475062038576152	1.3078443239575253	1.1974862078642319	0.9035155224012926	451.57707776816187
1.40870071210071	1.3433153785260734	1.1974788144781296	0.9535846521457838	918.233651901985
1.3778790171756106	1.3733320477452124	1.1975322085392428	0.9967000227351465	616.9793382720616
1.38713883997053	1.3641229153767138	1.1975059495407703	0.98340762731847	88.62137662668795
1.4013579372844824	1.3507373682632149	1.1976758751194052	0.9638774879176416	287.4198006883605
1.3868326453283815	1.3646103946240986	1.1975882696719862	0.9839762564148314	251.73558506872078
1.380756220145383	1.3706271345791716	1.1975994258414493	0.9926641028891076	583.7526999044046
1.4155799786326728	1.337180044348423	1.1976251523324202	0.9446163865923158	661.2395209569922
1.416088315277466	1.3365331694655525	1.197547502330673	0.9438204913114295	528.7985039261479
1.4062928727082504	1.3456460382833053	1.1975018965500401	0.9568746769596073	254.61930550924217
1.3874272861262695	1.3639810715925382	1.1975678668850793	0.9831009417443464	501.9556597568365
1.3853031672014442	1.3662351576224527	1.1976421085383835	0.9862354970157817	1205.066697053406
